Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 8833,202204,Não,Sim,2022-04
Empresa 8862,202112,Não,Sim,2021-12
Empresa 8874,202004,Não,Sim,2020-04
Empresa 8875,202208,Não,Sim,2022-08
Empresa 8881,202009,Não,Sim,2020-09
Empresa 8896,202007,Não,Sim,2020-07
Empresa 8923,202310,Não,Sim,2023-10
Empresa 8925,202006,Não,Sim,2020-06
Empresa 8928,202302,Não,Sim,2023-02
Empresa 8964,202209,Não,Sim,2022-09
Empresa 8974,202007,Não,Sim,2020-07
Empresa 8980,202206,Não,Sim,2022-06
Empresa 8987,202303,Não,Sim,2023-03
Empresa 8996,202007,Não,Sim,2020-07
Empresa 8998,202004,Não,Sim,2020-04
Empresa 9000,202007,Não,Sim,2020-07
Empresa 9017,202210,Não,Sim,2022-10
Empresa 9019,202012,Não,Sim,2020-12
Empresa 9026,202301,Não,Sim,2023-01
Empresa 9031,202012,Não,Sim,2020-12
Empresa 9048,202101,Não,Sim,2021-01
Empresa 9074,202007,Não,Sim,2020-07
Empresa 9079,202007,Não,Sim,2020-07
Empresa 9081,202203,Não,Sim,2022-03
Empresa 9085,202305,Não,Sim,2023-05
Empresa 9107,202301,Não,Sim,2023-01
Empresa 9117,202007,Não,Sim,2020-07
Empresa 9121,202308,Não,Sim,2023-08
Empresa 9131,202208,Não,Sim,2022-08
Empresa 9133,202007,Não,Sim,2020-07
Empresa 9148,202309,Não,Sim,2023-09
Empresa 9169,202211,Não,Sim,2022-11
Empresa 9170,202212,Não,Sim,2022-12
Empresa 9173,202103,Não,Sim,2021-03
Empresa 9174,202205,Não,Sim,2022-05
Empresa 9194,202103,Não,Sim,2021-03
Empresa 9198,202008,Não,Sim,2020-08
Empresa 9200,202206,Não,Sim,2022-06
Empresa 9201,202310,Não,Sim,2023-10
Empresa 9215,202110,Não,Sim,2021-10
Empresa 9232,202303,Não,Sim,2023-03
Empresa 9241,202207,Não,Sim,2022-07
Empresa 9243,202007,Não,Sim,2020-07
Empresa 9250,201907,Não,Sim,2019-07
Empresa 9266,202207,Não,Sim,2022-07
Empresa 9280,202212,Não,Sim,2022-12
Empresa 9299,201910,Não,Sim,2019-10
Empresa 9319,202105,Não,Sim,2021-05
Empresa 9328,202308,Não,Sim,2023-08
Empresa 9333,202211,Não,Sim,2022-11
Empresa 9350,202303,Não,Sim,2023-03
Empresa 9362,202101,Não,Sim,2021-01
Empresa 9367,202009,Não,Sim,2020-09
Empresa 9392,202007,Não,Sim,2020-07
Empresa 9398,202307,Não,Sim,2023-07
Empresa 9406,202101,Não,Sim,2021-01
Empresa 9427,202206,Não,Sim,2022-06
Empresa 9429,202209,Não,Sim,2022-09
Empresa 9433,202112,Não,Sim,2021-12
Empresa 9437,202303,Não,Sim,2023-03
Empresa 9442,202202,Não,Sim,2022-02
Empresa 9446,202204,Não,Sim,2022-04
Empresa 9451,202007,Não,Sim,2020-07
Empresa 9458,202101,Não,Sim,2021-01
Empresa 9503,202006,Não,Sim,2020-06
Empresa 9505,202205,Não,Sim,2022-05
Empresa 9513,201912,Não,Sim,2019-12
Empresa 9520,202109,Não,Sim,2021-09
Empresa 9545,202305,Não,Sim,2023-05
Empresa 9548,202007,Não,Sim,2020-07
Empresa 9551,202009,Não,Sim,2020-09
Empresa 9565,202007,Não,Sim,2020-07
Empresa 9589,202211,Não,Sim,2022-11
Empresa 9592,202108,Não,Sim,2021-08
Empresa 9604,202210,Não,Sim,2022-10
Empresa 9625,201912,Não,Sim,2019-12
Empresa 9629,202308,Não,Sim,2023-08
Empresa 9633,202112,Não,Sim,2021-12
Empresa 9664,202210,Não,Sim,2022-10
Empresa 9678,202007,Não,Sim,2020-07
Empresa 9688,202207,Não,Sim,2022-07
Empresa 9697,202211,Não,Sim,2022-11
Empresa 9730,202103,Não,Sim,2021-03
Empresa 9731,202112,Não,Sim,2021-12
Empresa 9734,202102,Não,Sim,2021-02
Empresa 9740,202007,Não,Sim,2020-07
Empresa 9741,202101,Não,Sim,2021-01
Empresa 9743,202212,Não,Sim,2022-12
Empresa 9757,202112,Não,Sim,2021-12
Empresa 9762,202112,Não,Sim,2021-12
Empresa 9779,202102,Não,Sim,2021-02
Empresa 9781,202008,Não,Sim,2020-08
Empresa 9789,202211,Não,Sim,2022-11
Empresa 9794,202008,Não,Sim,2020-08
Empresa 9818,202110,Não,Sim,2021-10
Empresa 9831,202205,Não,Sim,2022-05
Empresa 9848,201912,Não,Sim,2019-12
Empresa 9882,202301,Não,Sim,2023-01
Empresa 9891,202207,Não,Sim,2022-07
Empresa 9902,202007,Não,Sim,2020-07
Empresa 9926,201911,Não,Sim,2019-11
Empresa 9979,202201,Não,Sim,2022-01
Empresa 9991,202305,Não,Sim,2023-05
Empresa 9992,202212,Não,Sim,2022-12
Empresa 9994,202012,Não,Sim,2020-12
Empresa 9998,202012,Não,Sim,2020-12
